Specie Array (Metabolite Cluseter)
1800954	1807487	1815773	1804541	1801756	1763699	1755248	1807504	1815181	1804461	1755244	1804525	1762690	1766050	1807490	1755265	1815776	1762692
1801785	1807486	1809789	1763132	1812380	1766486	1814870	1755255	1804534	1755242	1807496	1797516	1804524	1801509
1762779	1804796	1808208	1811989	1811988	1804523	1765802	1755243	1815849	1804526	1801070	1766381	1809955	1816355	1797186	1763363	1797185	1763364	1816356
1801658	1755246	1801660	1804528	1807488
1814746	1807505	1810007	1810261	1815435	1815434	1807503	1762382	1762381	1755266	1755264	1807489	1796871	1811845	1812218	1804542	1765874	1801266	1804527	1755247	1766754	1762976	1805159	1801189	1797156
1804442	1807482	1763224	1807481	1816511	1816510	1801149	1807479	1763691	1814921	1801736	1763692	1755234	1755235	1804514	1755232	1804512
1755290	1801275	1766808	1804568	1797080	1807551	1812223	1766290	1814387	1804593	1762321	1755313	1762390	1762388	1814388	1812234	1807529	1810184	1762319	1766767	1801420	1815363	1815364
1755291	1804569	1755288	1755294	1807518	1815709	1804572	1804563	1804561	1809936	1755286	1804554	1755278	1801614	1763202	1762945	1766076	1814707	1814705	1755318	1804599	1807530	1814698	1814703	1807533	1801901	1814700	1807527	1807525	1765924	1797215	1797212	1810004	1809742	1815629	1807557	1762939	1812472	1762937	1762943	1762941	1800946	1801463	1812470	1762935	1801706	1801952	1765990	1815653
1755289	1814904	1801951	1797213	1763196	1812466	1804560	1766065	1804565	1755284	1812468	1765994	1801707	1807528	1801612	1807523	1797249	1766208
1762554	1812313	1796895	1814495	1755295	1804574	1807534	1801105	1766293
1807531	1804570	1815657	1766185	1755292	1797453	1811564	1802225	1762581
1804571	1816185	1816184	1765950	1755293	1797340	1804562	1755287	1797333	1763275	1801034	1811758	1802157	1763277	1807532	1811756	1807526	1765956
1797146	1809946	1801855	1762591	1804557	1766924	1811852	1755282	1807521	1815664
1762395	1815449	1804558	1815549	1802124	1755283	1807522
1797145	1762265	1807519	1815326	1812306	1755281	1762263	1804555	1796938	1755279	1809795	1804999	1815174	1765884	1807539	1800881	1766519	1812271	1801583	1804577	1763680	1807520	1815328	1810279	1755300
1802074	1816158	1755644	1802076	1804913	1755285	1807828	1755624	1763240	1763241	1804559	1800963	1807846	1804932	1807524
1755274	1800906	1815018	1755273	1765902	1816099	1763123	1763427	1804550	1805381
1755275	1766200	1807512	1763673	1811804	1810130	1797440	1804551	1816501	1802244
1807514	1804824	1815448	1816031	1762911	1807187	1814867	1754899	1807185	1804176	1807184	1754902	1754900	1804552	1804174	1755276	1815565	1800960	1802053	1763129	1814645	1801262	1762912	1816033	1762913	1816032
1766440	1763433	1797519	1804543	1763452	1801789	1815244	1815020	1807506	1755267	1811664	1810052
1804890	1804377	1801304	1763102	1804381	1755101	1762195	1807510	1762196	1762133	1815444	1815572	1807374	1812365	1814211	1814848	1755271	1765828	1804548	1765820	1814261	1814260	1812276	1766325	1801896	1755106	1755108
1766714	1807507	1762595	1801697	1804544	1755268	1815668
1801662	1816397	1763410	1815538	1804545	1763399	1807508	1755269
1755322	1804603	1797406	1801566	1766172	1797404	1765885	1804627	1755345	1809687	1763126	1763124	1802260	1807560	1804616	1811791	1766862	1810031	1807565	1755335	1816101	1802116	1816100	1811812
1815323	1755323	1801817	1804440	1755321	1762972	1755324	1804605	1804604	1762256	1815319	1814742	1815318	1800916	1762251	1762248	1801772	1766946	1755328	1804609	1766689
1755320	1804601	1797433	1810264	1807559	1797431
1815517	1766039	1807561	1801672	1807564	1755330	1801539	1755331	1804613	1804612	1755326	1796863	1804606	1810224	1811504	1762473	1810157	1815523	1762465	1815520	1762470	1801639	1815526	1762468	1766949
1796843	1807562	1755327	1766253	1812242	1804608	1762566	1809750	1814502	1801717
1762555	1814489	1811657	1804607	1755325	1802179	1762546	1755395	1814496	1766262	1801558	1804676
1755314	1804594
1755306	1804585	1807545	1804595	1755315	1807553
1755298	1804579	1755312	1807537	1804592
1804602	1755319	1807558
1797118	1801532	1802295	1763223	1804598	1763220	1755316	1804597	1755317	1812424	1814920	1766511	1810124	1807554	1797319	1796806	1814918	1766436	1807556	1812132
1804587	1807546	1755307	1766840	1801308	1796818	1810002	1811858	1762528	1814471
1802235	1755304	1809641	1811848	1762425	1804584	1766990	1797154	1807543	1815479
1766815	1805392	1763464	1812041	1763469	1766338	1801923	1766339	1763461	1807544	1797244	1815857	1807536	1801771	1755305	1807535	1816419	1816418	1755296	1755297	1804576	1762785	1810087	1804580	1816420
1807547	1815386	1796793	1807549	1766588	1810204	1815383	1812075	1804586	1801609	1755310	1762350	1804590	1755308	1762348	1801474
1763659	1811688	1804591	1807550	1755311	1801757	1816493	1809916	1797571	1766736
1797307	1763304	1811689	1810207	1766142	1802238	1804589	1807548	1755309	1816291
1766766	1763391	1816380	1807538	1755299	1804578	1801281
1814218	1766651	1801464	1762143	1796978	1755302	1804582	1807541	1812356
1797561	1800937	1763097	1814846	1812396	1766450	1804583	1814854	1807542	1755303	1766183	1763109
1797272	1815485	1809889	1762433	1767009	1804581	1801829	1812100	1807540	1755301
1755354	1804635	1807578	1807576	1755353	1804639	1755356	1766301	1807575	1765911	1811723	1797315	1811717	1763258	1797306	1763192	1763256	1809660	1801265	1805239	1814901	1810218	1816175	1816173	1801068
1755355	1807577	1804638
1801306	1755352	1765817	1815455	1812318	1804636	1762130	1755347	1807570	1762129	1807574	1804630	1810068	1801897	1815405	1814210	1814209	1765831
1762584	1755358	1814515	1814514	1804641	1762582
1807579	1810042	1810041	1804632	1755359	1755516	1755346	1807569	1807733	1755349	1804628	1807572	1804640	1804800	1810208
1804634	1797407	1816479	1763615	1766684	1810013	1755357	1801171	1755344	1804624	1755350	1809940	1810132	1801482	1755339	1814280	1804622	1755340	1763072	1814279	1814277	1762233	1811646	1762227	1801010	1766003	1807984	1762230	1807979	1807977	1801448	1807981	1812460	1804642	1804961	1797537	1814822
1766330	1804633	1801597	1812257	1755351	1807573	1797268
1797209	1812462	1801836	1807571	1762642	1809696	1815712	1804631	1766102	1755348
1797530	1804831	1816477	1808050	1763057	1814807	1811639	1763607	1808054	1816468	1766677	1755338	1804619	1804618	1763592	1755337	1797416	1808047	1812463	1765999	1802273	1800896	1755333
1807994	1804863	1816509	1807996	1816508	1763222	1807991	1801141	1755336	1804617	1763689	1801838	1755334	1804615	1814919	1763687	1755332
1802268	1804626	1804625	1800913	1812368	1807568	1762965	1815562	1755342	1807567	1755343	1807566	1755341	1815554	1815553	1816069	1805112	1811519	1766781	1814643	1766129	1815471	1815458	1814311	1766309
1807563	1801786	1762175	1812114	1804610	1755329	1797271	1815254	1766983
1766871	1810187	1762377	1805455	1815884	1815425	1762375	1755386	1804666	1755384	1804664	1815422	1801214	1807422	1811837	1807421	1809724	1807420	1762802	1755381	1811883	1801192	1797475	1797472	1765860
1797081	1766616	1811871	1763167	1811868	1797075	1762890	1801160	1797071	1762892	1762893	1809667	1807616	1804678	1755396	1755387	1807608	1766719	1804670	1755391	1807612	1810098	1804657	1766257	1801015	1807594	1812202	1801832	1755373	1814631	1814887	1814630	1805413	1814628
1755385	1804668	1801042	1766705	1807607	1763271	1816182
1807611	1809848	1755390	1796919	1796918	1762260	1812266	1765896	1766505	1800878	1801580	1807586	1807585	1804416	1804672	1809952	1804647	1812263	1755364	1755365
1814814	1810270	1815571	1801616	1797335	1812436	1807627	1802123	1755406	1804687	1812430	1809740	1765965	1801859	1763073	1766084	1807609	1763064	1763070	1765948	1755388	1804669	1763068	1755378	1807601	1804663	1804662	1755380	1801899	1815464	1809900	1814818	1815456	1814823	1814820	1797348
1807592	1804671	1804654	1755372	1755389
1765979	1763225	1807635	1763026	1807634	1766355	1801170	1814928	1755414	1804694	1805398	1811926	1755413	1814922	1797050	1814783	1755379	1807602	1796914	1804661	1810155	1801320	1763234	1812199	1810085
1815833	1815827	1762768	1815829	1801876	1801162	1810057	1809679	1766156	1762764	1762765	1804423	1810183	1801988	1804667	1812474	1766015	1797041	1755376	1755377	1804656	1797232	1762998	1755383	1807605	1804660	1812011	1807595	1797039	1755374	1807599	1807598	1814765	1812012	1765986
1804665	1814450	1812304	1755382	1814453	1807604	1801423	1809932	1766797	1797121	1807617	1801280	1762503	1804677	1762500	1755397
1809817	1807647	1766111	1802204	1763165	1762834	1762832	1800972	1762818	1766722	1765955	1814594	1797441	1814593	1766529	1762817	1766597	1814587	1805178	1814588	1812465	1812471	1755370	1755371	1809833	1801256	1804719	1804653	1755437	1804706	1755424	1755430	1804711	1807591	1801447	1797414	1814886
1804651	1762378	1755368	1801775	1766453	1815428
1755369	1762574	1812159	1814510	1804652	1766326	1796839	1807590	1801765
1801227	1815290	1812009	1762207	1766463	1755375	1807596	1804658	1797207
1812107	1762152	1809896	1807583	1815231	1797277	1801811	1755362	1766979	1804645
1762456	1810077	1796956	1815506	1800945	1762454	1815508	1801673	1811500	1755363	1766144	1807584	1755361	1804646	1804644
1802265	1802270	1807582	1805203	1805207	1802261	1755914	1797257	1810063	1797260	1755917	1804674	1808066	1762944	1755393	1796795	1766586	1801402	1801401	1762361	1762942	1796798	1808062	1807614	1766844	1762359	1811509	1801386	1811501	1804643	1755360	1810213
1811738	1801850	1797336	1804648	1809759	1807587	1816327	1755366	1766340	1763332
1802271	1766332	1762962	1815475	1762963	1766128	1762964	1811499	1804650	1816067	1807618	1802114	1815713	1755398	1804679	1815559	1755367	1807589	1816068
1755418	1804698	1807642	1755417	1755423	1804700	1807639	1807638	1766548	1801611	1755407	1809741	1762380	1807628	1804611	1762368	1815431	1763655	1796986	1815162	1766841	1762367	1809918	1796796	1812339	1800882	1815410	1810161	1815409	1801520	1765941	1796974	1812077	1804705	1812324
1755419	1807640	1804702	1804701	1755420	1807661	1755425	1804727	1805431	1755445
1804699	1755416	1763321	1802302	1812029	1809809	1766337	1816310	1807637
1807641	1755422	1804704
1804703	1763647	1755421	1801043	1755443	1802161	1765809	1804725	1807659	1816488	1811662	1797548	1763650	1809665	1763649	1816487	1816485
1762984	1807630	1801709	1755410	1797203	1814754	1810049	1766071	1812005	1804692
1809656	1807631	1814462	1812237	1797164	1755411	1804693	1762516	1801269	1766869
1762202	1762206	1762204	1755408	1804689	1766487	1804683	1755403	1807625	1755401	1807624	1815176	1804686	1755404	1807621	1815289	1796991	1810300	1815287	1801590	1815285	1804649	1766760	1800876	1812259	1801507	1765923	1812262	1763684
1801627	1816459	1763576	1812078	1766927	1807629	1804690	1755409
1804697	1765865	1812300	1801079	1755415	1796869	1807636
1802043	1814425	1814431	1762461	1812252	1810044	1807633	1801969	1804695	1755412	1765972	1762442	1797100
1755402	1762746	1809832	1766110	1804684	1815811	1801905	1812016	1797047	1807622	1766149
1766491	1804729	1802040	1811839	1801279	1762173	1755446	1762422	1815252	1815476	1796874	1755400	1809673	1804680	1807662	1809997	1796865	1811841	1766758	1807620
1766907	1807626	1801886	1797101	1811821	1755405	1804688
1812377	1766472	1807615	1763436	1755394	1804675	1809761	1797510
1755392	1804673
1766683	1800920	1801823	1810066	1810192	1812119	1812118	1755434	1804681	1815336	1804717	1807619	1797283	1807651	1762275	1797281	1766022	1755399	1815334	1762277
1755450	1815116	1804732	1807666	1800993	1763573
1807675	1755451	1755480	1810009	1765912	1804733	1804764	1797276	1807699	1807667	1801815	1762440	1801000	1766988	1801677	1755458	1812098	1815488	1815494	1804741	1762436
1804731	1804730	1755448	1801240	1755449	1763583	1763581	1765949	1763666	1807665	1807664	1755447	1766135	1816463	1807663	1816462	1796781	1812067	1804802	1812226	1815168	1802183	1796901
1805400	1755454	1804735	1804734	1755452	1755453	1807670	1807669	1807668
1755455	1796830	1804738	1807671
1762523	1807646	1762524	1766877	1755442	1804724	1807658	1765801	1766476	1766880	1801888	1811910	1801222	1804710	1814469	1755429
1796891	1814936	1763539	1755440	1805456	1763537	1801168	1815095	1815094	1766359	1811924	1766026	1804715	1804714	1755432	1763272	1807656	1755433	1801315	1807650	1807649	1812455	1797061
1807643	1814939	1810005	1801237	1763278	1763526	1805574	1763525	1765882	1811641	1797503	1797500	1804723	1766512	1755441	1811636	1807657	1815087	1804718	1815086	1755436	1801197	1755426	1810277	1807653
1797019	1766073	1797020	1804726	1755444	1801973	1801738	1763049	1812207	1807949	1805068	1814796	1807660	1812204	1755783	1766503	1763045
1797562	1816383	1816382	1811676	1804721	1766768	1766097	1805525	1801045	1797387	1755435	1811753	1755438	1755439	1804716	1763395	1815010	1763393	1807655	1807654	1807652	1801252
1807644	1755427	1804708
1810171	1801659	1804713	1815768	1762686	1766045	1811888	1807648	1755431
1807645	1755428	1804709	1810116
1755482	1807704	1804767	1755486	1807708	1766416	1807701	1805333	1763029	1765836	1812482	1814786	1801147	1801851	1809976	1763193	1763186	1814896	1814902	1797230	1797549	1804771	1755489	1812389	1810020
1755483	1804768
1797449	1755481	1816056	1804766	1811518	1762946	1766243	1801617	1807700
1807706	1802170	1804600	1812088	1755487	1815166	1755485	1801244	1796786	1812209	1807703	1797140	1762315	1755499	1765931	1762318	1763662	1815362	1815361	1804769	1766593	1804772	1807716
1797279	1755484	1815491	1804770	1812097	1762438	1807702	1766999	1801030	1810133
1807691	1804815	1755474	1804755	1755475	1755472	1809921	1797078	1804757
1807676	1755473	1802103	1804756	1807690	1763080	1814825	1814830	1801805	1811619	1766626	1755459	1797506	1763075	1811618	1797505	1804743	1766279
1762234	1815531	1804761	1802089	1762393	1802095	1801598	1807697	1755478	1815446	1762231
1804763	1810235	1801274	1807698	1797073	1812225	1766816	1755479
1815850	1809928	1766057	1807695	1762780	1801298	1812033	1804759	1797062	1755476
1804762	1811752	1809875	1807696	1765943	1755477
1755466	1804749
1801339	1797082	1812250	1807929	1809951	1762430	1814876	1801180	1814416	1762423	1805035	1755467	1814410	1763144	1766734	1804750	1804428	1755745	1766694	1755749
1809979	1801018	1762200	1807679	1814719	1763103	1812350	1812348	1766322	1814290	1762199	1814262	1765813	1804746	1814250	1755464	1804744	1762185	1804776	1797581	1801228	1814849	1755463	1755461
1812315	1796858	1762504	1755465	1762505	1801277	1804748	1807680	1766806	1814455	1814454
1765947	1755470	1797359	1809788	1804753	1811751	1807686
1807688	1755471	1801741	1804754
1804751	1755468	1801655	1810181	1807684
1801533	1811932	1801916	1815889	1804752	1804791	1755508	1762805	1755469	1807724	1809671	1807685	1796900	1766053
1804795	1814779	1755512	1807672	1755513	1800959	1804797	1807730	1807729	1814856	1763022	1804739	1763106	1814850	1802210	1755456	1763104	1763111	1814853	1763108	1801573	1814852
1812043	1797243	1815467	1807673	1762413	1801922	1755457	1766743	1804740
1816299	1811690	1804745	1809849	1807678	1766140	1802290	1763312	1755462	1797301
1807677	1804742	1755460
1755514	1766954	1797066	1762782	1804798	1809981	1815853	1807731	1812032	1801319
1814602	1755515	1801289	1812473	1766745	1804799	1809837	1766733	1797430	1762855	1807732
1804312	1815184	1811540	1804812	1796876	1804803	1765891	1755520	1807745	1755527	1810246	1811525	1807738	1807736	1763705	1755518	1796862	1815730	1766774	1800949	1815732	1801642	1809954	1762660	1762661
1755547	1815450	1807737	1763128	1755519	1802110	1763133	1807763	1766130	1815411	1802226	1811797	1766664	1765832	1766184	1816104	1811811	1763136	1804833	1797409	1816103	1810054	1816102	1804805
1801947	1814682	1797210	1807769	1807768	1797208	1755550	1814687	1797214	1809757	1807766	1804682	1809996	1804801	1766087	1801144	1763007	1755517	1765938	1766514	1814769	1807735	1812459	1801705	1804840	1762921	1812461	1755554	1762915	1755553	1804837	1812452	1762917
1807722	1797545	1755506	1801760	1804789
1765898	1807723	1800931	1755507	1804790	1811765	1816421	1763477
1809886	1814493	1766813	1814492	1801041	1816336	1812224	1814855	1762552	1812217	1804787	1755504	1755505	1762550	1762551	1804788	1762549	1796907	1766251	1807721	1807720	1805295	1796910	1755503	1801251	1763110	1807719
1814554	1814553	1804793	1765854	1801407	1804785	1755510	1812277	1801077	1796872	1807726	1755501	1810278	1807718	1762727	1762725
1804794	1766136	1800893	1809905	1755511	1802294	1763306	1811528	1807727	1763438	1815022	1763308	1810145	1816295	1811686	1816293	1797316	1765957
1797051	1766040	1797049	1804792	1809631	1812018	1801906	1812017	1807728	1762775	1755509	1765993	1809768	1807725	1815841
1815451	1762906	1816027	1816026	1762905	1766751	1804188	1812370	1812369	1814869	1766155	1807881	1807880	1755721	1797583	1815566	1802050	1800961	1766656	1814656	1811781	1763131	1809661	1804979	1765810	1810294	1804980	1755498	1815214	1755692	1804781	1755693	1801260	1797420	1807715	1762914	1816034	1811809	1766310	1766180	1807908
1809851	1766891	1755496	1762766	1804782	1812014	1766892	1801874	1807714	1815831	1797045
1801720	1755497	1815567	1804783	1762515	1815569	1762513	1766885
1755502	1804786	1801746	1766468
1804784	1763255	1763252	1766219	1811946	1816169	1802159	1755500	1804780	1816172	1807713	1801056	1811943	1755495	1766980	1807717
1811817	1807709	1801884	1755490	1815697	1804774	1797094	1762629	1766901
1815226	1801001	1762812	1755491	1762147	1804775	1814582
1807707	1762376	1796984	1812319	1815423	1766830	1801518	1755488	1810037	1804773
1801307	1809690	1766847	1811857	1809686	1814474	1804778	1814473	1762530	1762531	1807712	1755494	1796838
1766362	1804777	1807710	1801870	1809693	1816433	1797504	1763510	1811638	1755492
1804779	1763218	1801735	1755493	1814916
1755546	1766620	1762237	1807762	1815313	1801744	1807767	1811991	1811990	1797195	1762216	1809678	1815299	1804834	1755552	1804839	1800935	1766020	1797188
1804826	1755544	1766809	1815454	1804829	1755538	1815568	1796822	1755540	1807755	1807753	1801993	1815561	1809865	1797576	1807758	1812366	1801666	1809860	1762558	1762559	1762557	1755568	1766256	1804854	1814499	1814498	1814497	1812327	1804262	1800869	1807780
1755545	1763646	1811678	1766652	1807761	1804832	1797559	1802166	1816484
1755551	1802174	1766287	1814417	1763297	1804838	1816244
1811899	1802072	1762526	1797582	1755548	1810237	1804835	1797478	1807764	1811908
1811865	1762360	1762329	1766014	1755549	1810131	1811824	1807765	1762325	1766894	1815367	1797159	1815399	1815366	1804836	1801828
1804827	1816187	1816186	1804825	1801055	1801247	1763261	1804819	1814899	1755539	1816178	1763280	1755543	1805109	1755541	1763189	1807754	1755534	1763279	1802188	1807750	1766695
1810073	1762681	1766009	1810076	1811891	1801011	1804818	1762675	1755536	1815760	1804823	1810039	1811892	1810260	1796969	1755533	1796963	1766915	1807751	1815751	1801862	1807749
1807752	1811869	1801292	1796834	1755537	1809920	1814752	1762982	1804822	1766069
1814840	1802104	1766270	1804828	1763091	1801810	1804816	1755542	1766647	1814827	1811627	1755531	1807756	1811621	1807748	1763077
1811961	1763551	1815102	1815101	1804817	1814934	1804820	1755530	1766377	1755535	1755532	1808333	1802284	1808323	1805442	1800898	1763552	1808326	1797125	1763268
