SubcellularCompartment	Specie Array
CYTOSOL	1801337	1755038	1804319	1809630	1766700	1797084	1762930	1816051	1807316	1812244
MITOCHONDRIA	1762282	1756219	1766217	1801454	1814316	1811955	1796993	1808071	1805508	1809636
CYTOSOL	1812267	1808202	1762713	1809647	1805379	1756096	1801072	1796887	1765878	1814550
MITOCHONDRIA	1766008	1811902	1816302	1808108	1763315	1755985	1805270	1801013
BOUNDARY	1805123	1763027	1755251	1814784	1807493
PEROXISOME	1805528	1756238	1808310
CYTOSOL	1816297	1805471	1763310	1808268	1811692	1797313	1802288	1766134	1809845	1756181
CYTOSOL	1804315	1755035	1762763	1815826	1807313	1801911	1766165
CYTOSOL	1804441	1755168
CYTOSOL	1804635	1811723	1763258	1755353	1816175	1809660	1801068	1797315	1807575	1765911
CYTOSOL	1805517	1756227	1808305
CYTOSOL	1763595	1816469
BOUNDARY	1763065	1814815	1807887	1804210	1755718
MITOCHONDRIA	1797402	1802202	1811769	1814569	1755036	1804316	1807314	1762758	1766599
BOUNDARY	1807387	1763162	1805127	1755124	1814884
RETICULUM	1755152	1804422
MITOCHONDRIA	1811674	1808042	1755886	1801453	1797555	1766294	1805175
CYTOSOL	1767003	1754920	1762457	1797263	1801790	1810285	1812099	1804194	1815510	1807205
MITOCHONDRIA	1805416	1766889	1756126	1816093	1811570	1801424	1797254	1808229	1763044
CYTOSOL	1808091	1755960	1766669	1801059	1805249	1797303	1811734
MITOCHONDRIA	1805531	1808313	1756241
PEROXISOME	1755034	1763642	1804313	1765936	1807312	1801894	1815157
CYTOSOL	1766826	1816378	1805417	1812265	1756127	1810045	1763389	1801297	1796832	1808230
BOUNDARY	1815179	1763690	1807401	1804301	1755143
CYTOSOL	1801720	1755497	1804783	1762515	1815569	1766885
CYTOSOL	1762906	1816027	1807881	1755693	1797420	1800961	1766656	1811809	1810294	1811781	1766180	1804980
CYTOSOL	1805502	1756212	1808293
CYTOSOL	1810298	1807850	1756137	1809823	1766623	1763667	1801714	1797569	1816497	1805425	1811703
CYTOSOL	1801290	1804990	1809869	1814737	1766080	1797200	1807895	1762967	1755703	1812006
PEROXISOME	1801899	1807609	1763064	1814814	1765948	1755388	1804669
CYTOSOL	1796825	1812233	1801752	1804445	1762572	1814508	1766962	1755170	1807426
BOUNDARY	1763211	1814912	1755975	1805412
CYTOSOL	1801848	1754921	1766942	1762671	1811949	1797116	1810156	1815746	1807206	1804196
CYTOSOL	1807384	1804392	1809843	1809971	1755121
CYTOSOL	1804458	1755181
GOLGI	1805370	1800938	1808195	1814577	1756087	1762807
EXTRACELLULAR	1755178	1804456
EXTRACELLULAR	1815773	1804541	1762690	1807504	1755265
CYTOSOL	1762296	1815353	1801321	1755097	1766622	1804373	1812404
NUCLEUS	1801551	1755007	1804288	1807286
PEROXISOME	1755451	1765912	1804733	1801677	1807667	1815488	1762436
EXTRACELLULAR	1804683	1755401	1762204	1765923	1815287	1807621
CYTOSOL	1756152	1810291	1762755	1805440	1800967	1814567	1808246
EXTRACELLULAR	1797486	1810253	1756253	1811708	1815148	1808322	1765824	1763632	1805542
CYTOSOL	1797241	1807209	1812046	1810046	1763375	1754924	1816364	1801330	1766038	1804199
MITOCHONDRIA	1766536	1816447	1755999	1801517	1763549	1805282	1808119
CYTOSOL	1755146	1766713	1800957	1763260	1807405	1809666	1804417	1816177	1811733	1797300
CYTOSOL	1762232	1755151	1815310	1811843	1801282	1807410	1797479	1766741	1804420
BOUNDARY	1804682	1807768	1763007	1814769	1755553
PEROXISOME	1802138	1808281	1816063	1762958	1805485	1766323	1756195
NUCLEUS	1807370	1801513	1755102	1804380
CYTOSOL	1762137	1801693
MITOCHONDRIA	1807883	1802058	1762969	1755694	1814739	1804983
CYTOSOL	1797067	1807739	1766074	1810138	1762971	1755521	1801216	1804806	1814741	1812036
CYTOSOL	1755418	1801611	1809741	1812077	1804700	1796796	1815410	1762368	1807639	1766548
GOLGI	1756283	1805568	1808352
CYTOSOL	1762234	1801598
CYTOSOL	1809994	1767006	1812093	1796924	1762157	1802242	1807682	1814225	1755680	1804966	1809813
MITOCHONDRIA	1755883	1801516	1812076	1807971	1762176	1810135	1766182	1814246	1805173	1796932
PEROXISOME	1807514	1804552	1816031	1762911	1755276	1802053
BOUNDARY	1804831	1808050	1763057	1814807	1755333
BOUNDARY	1815181	1804461	1763699	1807490	1755248
MITOCHONDRIA	1808331	1809720	1805551	1797485	1815149	1766482	1802082	1763633	1811696	1756261
MITOCHONDRIA	1814443	1797322	1801546	1807816	1811704	1809853	1762492	1755613	1766610	1804903
MITOCHONDRIA	1810107	1811736	1763246	1805150	1816163	1797297	1766688	1755857	1808016	1802176
MITOCHONDRIA	1805306	1766507	1810060	1800930	1812002	1756023	1763383	1808132	1816372
EXTRACELLULAR	1755212	1804492
CYTOSOL	1756285	1805570	1808354
CYTOSOL	1755083	1804362	1815257	1801822	1797278	1807356	1762179	1812113	1766976	1809895
CYTOSOL	1756287	1805573	1808356
BOUNDARY	1805353	1763422	1807294	1755015	1815013
CYTOSOL	1804486	1755205
GOLGI	1756200	1814584	1762814	1808286	1800941	1805490
MITOCHONDRIA	1763723	1816556
MITOCHONDRIA	1811705	1815145	1802079	1807246	1754956	1763629	1797491	1809922	1765968	1804230
MITOCHONDRIA	1763722	1816555
GOLGI	1816554	1763721
NUCLEUS	1805577	1808360	1762302	1756290	1801522	1814336
GOLGI	1763720	1816553
CYTOSOL	1808329	1805548	1756259
GOLGI	1763727	1816560
BOUNDARY	1755240	1804564
GOLGI	1763726	1816559
RETICULUM	1816558	1763725
RETICULUM	1763724	1816557
MITOCHONDRIA	1815522	1809793	1801012	1762469
MITOCHONDRIA	1807915	1815659	1805017	1762585	1801501	1755729
CYTOSOL	1809850	1755198	1762750	1804478	1766956	1807452	1801324	1812034	1815815	1797060	1809924
CYTOSOL	1807323	1804330	1797514	1755049
EXTRACELLULAR	1755771	1762156	1815235	1805057	1766951
CYTOSOL	1816456	1801727	1812125	1756125	1766141	1763569	1805415	1809877	1796789	1808228
RETICULUM	1816541	1763718
CYTOSOL	1755387	1797081	1807608	1801832	1811871	1766719	1804670	1762893	1809667	1814631
MITOCHONDRIA	1816540	1763717
VACUOLE	1804634	1801448	1762227	1755350	1814277
RETICULUM	1816552	1763719
MITOCHONDRIA	1763712	1816535
MITOCHONDRIA	1763711	1816534
GOLGI	1763710	1816533
MITOCHONDRIA	1811802	1766878	1797427	1763488
RETICULUM	1763709	1816532
GOLGI	1816539	1763716
GOLGI	1816538	1763715
RETICULUM	1816537	1763714
BOUNDARY	1807259	1763084	1805388	1755586	1814834
RETICULUM	1816536	1763713
CYTOSOL	1816473	1797496	1801112	1811630	1808109	1755986	1763602	1805271	1766661
MITOCHONDRIA	1802154	1811928	1797007	1762271	1766239	1755709	1807890	1814306	1809888	1804997
CYTOSOL	1797118	1810124	1802295	1804598	1796806	1814918	1763220	1766436	1755317	1807556	1812132
MITOCHONDRIA	1755288	1812472	1814703	1809742	1797212	1762941	1804563	1801952	1807527	1765990
CYTOSOL	1756120	1766668	1809805	1811650	1816481	1805408	1808224	1797527	1800982	1763621
EXTRACELLULAR	1815482	1762429	1756205	1805495
CYTOSOL	1801295	1815821	1756017	1766230	1762756	1805300
CYTOSOL	1804314	1801913	1755033	1766137	1763567	1816455
EXTRACELLULAR	1816475	1809753	1805240	1812467	1797442	1766000	1755953	1807606	1763605
BOUNDARY	1755164	1804588
BOUNDARY	1807744	1755526	1805110	1814773	1763013
MITOCHONDRIA	1755545	1763646	1811678	1766652	1807761	1804832	1797559	1802166	1816484
BOUNDARY	1755051	1807325	1804707	1815169	1763668
MITOCHONDRIA	1804795	1755512	1802210	1807729	1814853	1763108
BOUNDARY	1807871	1804284	1763187	1814897	1755685
BOUNDARY	1808138	1814809	1755199	1763059	1804720
EXTRACELLULAR	1812223	1762319	1766290	1815363
VACUOLE	1755032	1807311	1816414	1763453	1801681	1804311
CYTOSOL	1807547	1812075	1815386	1804586	1796793	1801609	1762350	1766588	1755308	1810204
CYTOSOL	1816585	1763742
MITOCHONDRIA	1763740	1816583
BOUNDARY	1763146	1814877	1807772	1755559	1804596
EXTRACELLULAR	1804827	1816186	1763279	1755543
EXTRACELLULAR	1763739	1816582
MITOCHONDRIA	1762427	1815480	1805533	1756242	1802163
CYTOSOL	1805338	1808169	1762825	1766577	1815911	1756055	1811573	1801684
MITOCHONDRIA	1816577	1763734
MITOCHONDRIA	1802072	1762526	1797582	1755548	1804835	1807764	1811908
BOUNDARY	1807375	1763660	1815165	1804659	1755107
MITOCHONDRIA	1763738	1816581
GOLGI	1763737	1816580
RETICULUM	1763736	1816579
EXTRACELLULAR	1766282	1755130	1762846	1797439	1804399	1812477	1807392	1814598	1809812
MITOCHONDRIA	1763728	1816561
RETICULUM	1756062	1763006	1816078	1801405	1805346
EXTRACELLULAR	1805227	1807416	1811742	1797374	1766796	1763379	1810209	1816368	1755940
BOUNDARY	1762793	1815870	1755980	1805105
CYTOSOL	1762984	1807630	1801709	1755410	1797203	1814754	1810049	1766071	1812005	1804692
MITOCHONDRIA	1809914	1811625	1763704	1802105	1766274	1755762	1816519	1805046	1797509	1808148
CYTOSOL	1766248	1755196	1804476	1802279	1763031	1816085
MITOCHONDRIA	1755314	1804594
BOUNDARY	1755674	1804747	1814828	1807683	1763078
PEROXISOME	1801902	1807276	1754994	1804275
MITOCHONDRIA	1804409	1809992	1797032	1812179	1755137	1814624	1762886	1802215	1807397	1766613
RETICULUM	1755312	1804592
CYTOSOL	1807627	1755406	1804687	1809740	1809900	1801859	1763073	1797335	1814823	1766084	1812436
CYTOSOL	1755787	1766744	1811849	1809903	1814478	1801283	1807954	1805072	1762535	1796884
EXTRACELLULAR	1804618	1755337	1797416	1812463	1765999	1816477	1763607	1808054
MITOCHONDRIA	1755642	1796826	1802073	1809791	1766607	1762479	1804931	1814435	1811860	1807844
PEROXISOME	1801658	1755246	1801660	1804528	1807488
EXTRACELLULAR	1807882	1805002	1765992	1797324	1811731	1762273	1810118	1755716	1814308
CYTOSOL	1801739	1762235	1811993	1766632	1815311	1797187	1807430	1755175	1804453
CYTOSOL	1804427	1763288	1804223	1802252	1800977	1816225	1807415	1755156	1807237	1754948
CYTOSOL	1805402	1797304	1808223	1809871	1816303	1766126	1811682	1756118	1763316	1802292
CYTOSOL	1812312	1811603	1766868
CYTOSOL	1766939	1805033	1808105	1809774	1812334	1809949	1796941	1814258	1755747	1762193	1801668
CYTOSOL	1816329	1801929	1766341	1763333
CYTOSOL	1766169	1811820	1797091	1809713
CYTOSOL	1801704	1815919	1807293	1811548	1796931	1762833	1755014	1766580	1804293
EXTRACELLULAR	1797339	1763530	1805384	1811710	1765954	1808210	1816438	1756100	1809748
BOUNDARY	1807801	1755118	1763219	1814917	1804981
BOUNDARY	1807961	1755801	1804472	1814781	1763024
CYTOSOL	1804207	1754930	1807216
CYTOSOL	1811932	1801916	1755469	1815889	1804752	1809671	1807685	1762805	1796900	1766053
MITOCHONDRIA	1797370	1756014	1805297	1816369	1808129	1801569	1811728	1763380	1766852
PEROXISOME	1804521	1755241	1807485	1801900	1765846	1816053	1762933
CYTOSOL	1755358	1804641
VACUOLE	1755691	1763599	1804978	1801472	1816471
CYTOSOL	1766427	1756286	1810206	1797564	1797308	1810289	1812395	1763560	1805288	1808015	1805571	1808355	1815105	1801313	1766439	1812421	1756005	1801316
CYTOSOL	1811899	1810237	1797478
CYTOSOL	1755135	1812019	1766354	1763344	1804405
CYTOSOL	1754936	1807224	1762590	1815663	1811555	1801699	1766544	1804215
BOUNDARY	1807994	1804863	1763222	1814919	1755332
NUCLEUS	1762140	1814215
CYTOSOL	1762139	1814214
CYTOSOL	1814219	1762144
MITOCHONDRIA	1755150	1766611	1807409	1762480	1811862	1804421	1802052	1814436
EXTRACELLULAR	1807594	1812202	1797071	1762892	1755373	1810098	1804657	1766257	1814630
PEROXISOME	1801659	1804713	1815768	1762686	1766045	1807648	1755431
BOUNDARY	1807708	1814786	1755489	1805333	1763029
PEROXISOME	1804761	1802089	1762393	1802095	1807697	1755478	1815446	1762231
CYTOSOL	1801210	1815082	1811640	1766658	1754931	1763520	1807217	1804208
CYTOSOL	1762346	1802266	1811514	1804957	1796797	1766589	1807859	1755671	1815381	1809732
NUCLEUS	1762138	1814213
RETICULUM	1762136	1814212
MITOCHONDRIA	1814859	1766474	1802106	1763115	1804237	1812397	1797580	1754963	1807250	1810112
CYTOSOL	1815819	1755176	1801885	1762754	1807431	1811831	1804454	1766116	1797108
CYTOSOL	1762126	1814206
BOUNDARY	1763262	1807516	1814930	1755792	1804855
CYTOSOL	1814587	1755370	1809833	1766111	1804653	1800972	1766722	1762817	1812471	1807591	1797414
MITOCHONDRIA	1755934	1811903	1766478	1808076	1805223	1802038	1810021	1797477
RETICULUM	1804671	1755389
BOUNDARY	1805080	1754979
CYTOSOL	1754905	1804178	1807190
BOUNDARY	1814763	1805373	1807740	1755522	1762996
CYTOSOL	1809659	1807930	1805034	1801322	1766696	1762873	1797096	1812158	1814611	1755746
EXTRACELLULAR	1812254	1804876	1810019	1807794	1762432	1766247	1814420	1755589	1797092
EXTRACELLULAR	1804812	1796876	1765891	1815730	1809954	1807745	1755527	1811525	1762660
BOUNDARY	1755864	1763071	1804621	1808021	1814821
PEROXISOME	1801995	1762134
RETICULUM	1814248	1762180
BOUNDARY	1763161	1814883	1808034	1804432	1755879
CYTOSOL	1762171	1797273	1812095	1804412	1815250	1807399	1755141	1766981	1801796
MITOCHONDRIA	1762202	1766760	1812259	1801507	1755408	1804689	1815285
CYTOSOL	1755290	1801275	1812234	1766808	1807529	1804568	1797080	1810184	1766767	1814387	1762388
MITOCHONDRIA	1797579	1810040	1766249	1816495	1763663	1811694	1802141	1807820	1805436	1756149
MITOCHONDRIA	1814330	1805464	1801471	1756175	1796990	1811966	1766236	1762293	1807588
MITOCHONDRIA	1812249	1796857	1801960	1762543	1804941	1807853	1814486	1810053	1755653	1766581
MITOCHONDRIA	1811595	1797006	1765920
CYTOSOL	1763386	1797069	1802227	1816375	1810055	1766100	1812037
CYTOSOL	1814299	1811915	1766973	1808146	1809634	1756033	1762262	1797543	1805317	1801060
EXTRACELLULAR	1755099	1766272	1812423	1804374	1762324	1815365
MITOCHONDRIA	1802041	1804872	1810079	1814414	1755583	1807790	1762428	1766608	1797095	1812246
CYTOSOL	1766714	1807507	1762595	1801697	1804544	1755268	1815668
MITOCHONDRIA	1808330	1816394	1811656	1763407	1805549	1801548	1797395	1809879	1766838	1756260
RETICULUM	1801418	1754923	1814392	1807208	1762398	1804198
BOUNDARY	1763658	1807465	1815164	1755216	1804917
CYTOSOL	1804193	1754919	1807204
CYTOSOL	1766106	1808346	1797401	1763401	1811663	1805564	1802289	1809862	1816388	1756277
CYTOSOL	1802235	1755304	1809641	1811848	1762425	1804584	1766990	1797154	1807543	1815479
CYTOSOL	1807817	1802232	1804904	1755614	1797310	1809902	1762493	1814444	1811701	1766789
CYTOSOL	1797209	1812462	1801836	1807571	1762642	1809696	1815712	1804631	1766102	1755348
CYTOSOL	1807305	1766120	1796814	1763565	1809635	1801858	1812130	1804305	1755025	1816454
CYTOSOL	1762556	1801665
BOUNDARY	1807981	1755344	1763072	1804961	1814822
EXTRACELLULAR	1804702	1755420
CYTOSOL	1801849	1809948	1755250	1804530	1797234	1814898	1766420	1812405	1763188	1807492
MITOCHONDRIA	1807642	1796986	1766841	1755423	1809918	1762380	1812339	1804705	1801520	1815431
CYTOSOL	1801627	1816459	1763576	1812078	1766927	1807629	1804690	1755409
CYTOSOL	1797019	1801738	1766073	1763049	1807660	1812204	1804726	1755444
NUCLEUS	1755242	1807486	1804524	1801509
CYTOSOL	1755580	1801927	1804870
CYTOSOL	1808026	1766344	1755871	1805165	1812049	1797217	1801926
BOUNDARY	1755230	1805292	1763265	1807477	1814932
EXTRACELLULAR	1765914	1756041	1762169	1808040	1812269	1805324	1814242	1796998	1809670
CYTOSOL	1766440	1763433	1797519	1804543	1801789	1815020	1807506	1755267	1811664	1810052
CYTOSOL	1756011	1808126	1805294	1766461	1812003	1797201	1809685
CYTOSOL	1762650	1766207	1805213	1815719	1801750	1755924
CYTOSOL	1804265	1754985	1807268
RETICULUM	1814568	1801416	1808207	1756098	1805382	1762757
CYTOSOL	1801785	1807496	1809789	1763132	1812380	1797516	1766486	1814870	1755255	1804534
PEROXISOME	1765803	1808045	1762525	1801891	1805185	1755894	1814470
EXTRACELLULAR	1797451	1807227	1754939	1804216	1810269	1765996	1762960	1816065	1811527
PEROXISOME	1816490	1755998	1766334	1802030	1805281	1808118	1763652
BOUNDARY	1756169	1763081	1814831	1804573	1807580
CYTOSOL	1811563	1762843	1801690	1805438	1815932	1766566	1756151	1808245
CYTOSOL	1755392	1804673
MITOCHONDRIA	1815307	1804429	1762226	1800914	1755157
CYTOSOL	1810139	1756107	1797513	1816521	1811615	1805391	1801806	1810125	1763708	1808160	1766644
MITOCHONDRIA	1755576	1801971	1804865
MITOCHONDRIA	1814217	1762142	1754988	1804269	1807271	1801462
CYTOSOL	1797202	1766403	1810295	1812007	1797205
CYTOSOL	1807691	1755475	1809921	1797078	1804757
CYTOSOL	1816411	1809722	1755016	1807295	1766188	1811533	1810147	1802224	1804294	1797444	1763445
MITOCHONDRIA	1801626	1756063	1766819	1808177	1805345	1811575	1762823	1815909
BOUNDARY	1804475	1755711
EXTRACELLULAR	1797145	1815326	1765884	1807539	1812306	1804577	1810279	1762263	1755300
CYTOSOL	1763512	1797182	1766364	1756172	1816434	1811985	1810071	1805462	1801909	1808260
EXTRACELLULAR	1763354	1805322	1816349	1797523	1808151	1756038	1765830	1811670
BOUNDARY	1814783	1807635	1763026	1755414	1805398
NUCLEUS	1755578	1807788	1804867	1801543	1762836	1815924
BOUNDARY	1755354	1763192	1807576	1805239	1814901
CYTOSOL	1766970	1762570	1814506	1805497	1756207	1801776
EXTRACELLULAR	1762249	1814293
EXTRACELLULAR	1815435	1812218	1762382	1804527	1755247	1765874	1807489	1810261	1797156
NUCLEUS	1814586	1801487	1762816	1805351	1808180	1756069
CYTOSOL	1762217	1801231	1815300
CYTOSOL	1766040	1797049	1804792	1809631	1807725	1801906	1812017	1815841	1762775	1755509
CYTOSOL	1812139	1755214	1804495	1809807	1797293	1762578	1766897	1801751	1807463	1815655
CYTOSOL	1762286	1756093	1805377	1766641	1801808	1815344
EXTRACELLULAR	1807483	1765819	1815112	1763570	1804515	1796866	1812290	1810167	1755236
CYTOSOL	1812298	1755755	1809913	1810072	1807934	1762499	1805041	1814449	1766886	1797142	1801284
MITOCHONDRIA	1814332	1762295
MITOCHONDRIA	1807675	1801000	1755458	1804741
MITOCHONDRIA	1808155	1756043	1816350	1763356	1811667	1797521	1805328	1802070	1766471
CYTOSOL	1814347	1809835	1810281	1808008	1811896	1797470	1762317	1805139	1801299	1766832	1755845
MITOCHONDRIA	1755483	1804768
BOUNDARY	1807899	1815864	1755775	1804257	1762789
BOUNDARY	1763086	1755758	1808102	1804804	1814836
CYTOSOL	1802171	1807330	1755056	1804337
CYTOSOL	1812091	1755995	1766590	1805279	1762174	1796783	1801607	1808086	1814245
EXTRACELLULAR	1804755	1755472
CYTOSOL	1810267	1766328	1804894	1812174	1796846	1755607	1801221	1814709	1807812	1762949
EXTRACELLULAR	1755706	1807897	1796921	1765833	1811596	1810236	1762403	1815457	1804992
MITOCHONDRIA	1797227	1812458	1755192	1814685	1801949	1807447	1762919	1804468	1766517
CYTOSOL	1808154	1763544	1756040	1802296	1816445	1805325	1811666	1797296	1766150	1809990
EXTRACELLULAR	1765929	1762172	1812083	1756002	1808082	1796784	1805285	1814244
NUCLEUS	1755466	1804749
CYTOSOL	1810187	1804666	1755384	1815422	1801214	1811837	1807421	1797475	1766871	1762375
CYTOSOL	1811787	1766317	1797462	1809654
CYTOSOL	1801689	1809912	1809821	1805117	1808301	1766930	1796930	1755827	1814240	1762167	1812326
MITOCHONDRIA	1808219	1797535	1810109	1802221	1811644	1766242	1756113	1805399
BOUNDARY	1814923	1763227	1807852	1804480	1756135
CYTOSOL	1755098	1763482	1766763	1801721	1816424	1804375
CYTOSOL	1814361	1807928	1805032	1766835	1755744	1797473	1762342	1801302	1809926	1811893
CYTOSOL	1807625	1815289	1762206	1796991	1804686	1755404	1810300	1766487	1801590	1812262
CYTOSOL	1812206	1805347	1801827	1808178	1756064	1797143	1766181
MITOCHONDRIA	1762251	1755328	1804609	1815319	1800916
CYTOSOL	1807291	1801694	1766578	1804291	1762577	1811542	1815654	1755012
CYTOSOL	1762442	1814425	1801969
EXTRACELLULAR	1762776	1804318	1815844
CYTOSOL	1802267	1762146
CYTOSOL	1805386	1766139	1811695	1810211	1797330	1816289	1763302	1756103	1802293	1808212
BOUNDARY	1807519	1755279	1763680	1804999	1815174
CYTOSOL	1801339	1805035	1797082	1812250	1807929	1809951	1762430	1814416	1755745	1766694
BOUNDARY	1804815	1755474
NUCLEUS	1805085	1755797	1801556
MITOCHONDRIA	1762603	1754984	1804264	1807267	1766800	1811543	1815671	1801479
BOUNDARY	1755499	1804600	1763662	1815166	1807716
BOUNDARY	1814841	1755997	1763092	1804629	1808084
PEROXISOME	1807275	1804273	1754993
CYTOSOL	1811594	1815786	1804185	1801695	1807198	1754913	1762710	1766533
MITOCHONDRIA	1810106	1807386	1804394	1755123
CYTOSOL	1812378	1766523	1805320	1797512	1763360	1816353	1808150	1801238	1756036
CYTOSOL	1812394	1766489	1810255	1804222	1801820	1814860	1763117	1754947	1797574	1807236
CYTOSOL	1762538	1804857	1797113	1809944	1812168	1802158	1814481	1755569	1807781	1766308
BOUNDARY	1805311	1754962
CYTOSOL	1797323	1766424	1807480	1815118	1812417	1801073	1804513	1755233	1763574	1809766
CYTOSOL	1811567	1762847	1808334	1766573	1805552	1815936	1801687	1756263
MITOCHONDRIA	1766170	1808296	1801631	1796959	1805119	1762194	1814259	1812321	1755828
CYTOSOL	1755129	1807391	1766446	1815023	1797518	1763439	1811661	1801804	1810115	1804400
EXTRACELLULAR	1805209	1766953	1755919	1815346	1762289
CYTOSOL	1805562	1808345	1801683	1815907	1756275	1811569	1762822	1766582
CYTOSOL	1797195	1762216	1809678	1766620	1815299	1755552	1801744	1807767	1811991	1804839
BOUNDARY	1755902	1804356
MITOCHONDRIA	1809790	1766028	1812092	1797265
CYTOSOL	1755455	1796830	1804738	1807671
BOUNDARY	1805197	1814764	1762997
CYTOSOL	1810143	1815679	1811870	1766899	1801841	1797079	1807351	1804358	1755077	1762613
CYTOSOL	1814842	1807214	1804204	1754928	1797552	1812384	1810199	1809735	1766423	1801814	1766421	1763093
RETICULUM	1801469	1815315	1762240
EXTRACELLULAR	1804698	1755417	1762367	1796974	1810161	1815409	1807638	1765941	1812324
CYTOSOL	1766347	1763331	1809856	1816325	1797221	1812020
MITOCHONDRIA	1804667	1809679	1762765	1812012	1765986	1797041	1755383	1815829	1807605	1801988
CYTOSOL	1762666	1755739	1766041	1809758	1815741	1811532	1801644	1805025	1796886	1807925
EXTRACELLULAR	1765977	1796803	1812134
BOUNDARY	1807738	1804312	1763705	1755520	1815184
BOUNDARY	1815162	1755407	1807628	1804611	1763655
MITOCHONDRIA	1812122	1810250	1755982	1796812	1801953	1766534	1808103	1763559	1805268	1816452
CYTOSOL	1809707	1802233	1805544	1816396	1811660	1797393	1756256	1766112	1763409	1808325
CYTOSOL	1815850	1809928	1766057	1807695	1762780	1801298	1812033	1804759	1797062	1755476
BOUNDARY	1814888	1808127	1804253	1756012	1763171
CYTOSOL	1765837	1811683	1809728
CYTOSOL	1755753	1805039	1809711	1797343	1807933	1810226	1810065
CYTOSOL	1797210	1807769	1801705	1804840	1762921	1814687	1809757	1755554	1766087	1812452
