Id	Entry	Name
1407944	G00184	9-O-Acetyl-GT2;9-O-Ac-GT2
1407947	G00185	9-O-Ac-GD1a
1407949	G00186	9-O-Ac-GT1b
1407951	G00187	9-O-Ac-GQ1b
1407953	G00188	9-O-Ac-nLD1
1407955	G00189	GalNAcDSLc4;IV4GalNAc,IV3NeuAc,III6NeuAc-Lc4cer
1407958	G00190	Disialosyl Lc4Cer;DSLc4;IV3NeuAc,III6NeuAc-Lc4Cer
1407962	G00192	null
1407963	G00193	null
1407964	G00194	null
1407965	G00196	VIII3NeuAc,V3Fuc-nLc8Cer;CD65s
1409312	G01526	null
1409313	G01528	null
1409314	G01532	null
1409315	G01533	null
1409316	G01535	Lysohematoside
1409318	G01536	chito-oligosaccharide
1409319	G01538	chikusetusaponin Ib;tarasaponin VI
1409322	G01540	null
1409323	G01541	null
1409324	G01543	null
1409325	G01544	null
1409326	G01545	Heparan sulfate
1409327	G01546	null
1409328	G01547	elsinan
1409329	G01548	null
1409330	G01549	stephanoside
1409332	G01550	null
1409333	G01552	fetuin glycopeptide I
1409335	G01553	null
1409336	G01554	CY 216;Nadroparin Calcium
1409339	G01555	null
1409340	G01556	null
1409341	G01557	null
1409342	G01558	Condurangoside D01;dregeoside A01
1409345	G01559	Forbeside B
1409347	G01560	null
1409348	G01561	null
1409349	G01562	null
1409350	G01563	null
1409351	G01564	null
1409352	G01565	null
1409353	G01566	ampeloside
1409355	G01567	barringtoside
1409357	G01568	null
1409358	G01569	null
1409359	G01571	null
1409360	G01572	null
1409361	G01573	GK-IV
1409363	G01574	null
1409364	G01575	desacylescin-II;escin-II
1409367	G01576	null
1409368	G01577	xylosaccharide
1409369	G01578	null
1409370	G01579	DGD-II
1409372	G01580	null
1409373	G01581	null
1409374	G01582	null
1409375	G01583	null
1409376	G01584	null
1409377	G01585	null
1409378	G01586	null
1409379	G01589	null
1409380	G01590	null
1409381	G01592	null
1409383	G01595	Reiniose
1409384	G01596	null
1409385	G01598	null
1409386	G01599	null
1409387	G01600	null
1409388	G01601	phytolaccoside D2
1409390	G01602	null
1409391	G01603	null
1409392	G01604	halityloside
1409393	G01605	null
1409394	G01606	null
1409395	G01607	null
1409396	G01608	null
1409397	G01609	null
1409398	G01610	null
1409399	G01611	null
1409400	G01612	null
1409401	G01613	null
1409402	G01614	null
1409403	G01615	null
1409404	G01616	null
1409405	G01617	null
1409406	G01618	null
1409407	G01619	null
1408608	G00789	null
1408609	G00790	null
1408610	G00791	Gpent1-omega-NeuGc;IV4-beta-GalNAc, IV3-alpha-NeuGc-Gg4Cer
1408613	G00792	null
1408614	G00793	null
1408615	G00794	GD3-NeuGc-NeuAc
1408617	G00795	null
1408618	G00796	null
1408619	G00797	Heparin;Heparan sulfate
1408620	G00798	null
1408621	G00800	null
1408622	G00801	null
1408623	G00802	null
1408624	G00803	null
1408625	G00804	null
1408626	G00806	null
1408627	G00807	null
1408628	G00808	null
1408629	G00809	null
1408630	G00812	null
1408631	G00814	null
1408632	G00815	XG;XGol
1408635	G00816	Dextran;Elsinan
1408637	G00817	null
